People's Utah Bancorp (PUB) ,PUB,287480000, 10/28/2015 , Sep 2015 , $0.27 , 2 , $0.29 ,7.41%
Pericom Semiconductor Corporation (PSEM) ,PSEM,382000000, 10/28/2015 , Sep 2015 , $0.15 , 2 , $0.23 ,53.33%
Pilgrim's Pride Corporation (PPC) ,PPC,4930000000, 10/28/2015 , Sep 2015 , $0.68 , 1 , $0.53 ,-22.06%
Plexus Corp. (PLXS) ,PLXS,1160000000, 10/28/2015 , Sep 2015 , $0.68 , 3 , $0.69 ,1.47%
Power Integrations Inc. (POWI) ,POWI,1470000000, 10/28/2015 , Sep 2015 , $0.39 , 3 , $0.44 ,12.82%
Psychemedics Corporation (PMD) ,PMD,56450000, 10/28/2015 , Sep 2015 , $n/a , 0 , $0.15 ,n/a
PTC Inc. (PTC) ,PTC,4050000000, 10/28/2015 , Sep 2015 , $0.52 , 5 , $0.6 ,15.38%
Public Storage (PSA) ,PSA,39690000000, 10/28/2015 , Sep 2015 , $2.25 , 12 , $2.27 ,0.89%
QEP Resources Inc. (QEP) ,QEP,2730000000, 10/28/2015 , Sep 2015 , $-0.09 , 7 , $0.01 ,-111.11%
Qiagen N.V. (QGEN) ,QGEN,5630000000, 10/28/2015 , Sep 2015 , $0.28 , 13 , $0.27 ,-3.57%
Quaker Chemical Corporation (KWR) ,KWR,1060000000, 10/28/2015 , Sep 2015 , $1.12 , 4 , $1.19 ,6.25%
QuickLogic Corporation (QUIK) ,QUIK,78090000, 10/28/2015 , Sep 2015 , $-0.09 , 1 , $-0.09 ,-0%
Quidel Corporation (QDEL) ,QDEL,644380000, 10/28/2015 , Sep 2015 , $-0.14 , 7 , $0.03 ,-121.43%
Quintiles Transitional Holdings Inc. (Q) ,Q,7830000000, 10/28/2015 , Sep 2015 , $0.81 , 13 , $0.94 ,16.05%
Radware Ltd. (RDWR) ,RDWR,687920000, 10/28/2015 , Sep 2015 , $0.06 , 2 , $0.05 ,-16.67%
Range Resources Corporation (RRC) ,RRC,5160000000, 10/28/2015 , Sep 2015 , $-0.14 , 3 , $-0.05 ,-64.29%
Rayonier Advanced Materials Inc. (RYAM) ,RYAM,395390000, 10/28/2015 , Sep 2015 , $0.42 , 2 , $0.78 ,85.71%
Realty Income Corporation (O) ,O,12350000000, 10/28/2015 , Sep 2015 , $0.7 , 11 , $0.7 ,0%
Regency Centers Corporation (REG) ,REG,6400000000, 10/28/2015 , Sep 2015 , $0.74 , 13 , $0.76 ,2.7%
Retail Opportunity Investments Corp. (ROIC) ,ROIC,1800000000, 10/28/2015 , Sep 2015 , $0.24 , 6 , $0.26 ,8.33%
Rogers Corporation (ROG) ,ROG,867900000, 10/28/2015 , Sep 2015 , $0.72 , 1 , $0.79 ,9.72%
Rollins Inc. (ROL) ,ROL,5860000000, 10/28/2015 , Sep 2015 , $0.21 , 1 , $0.21 ,0%
Rovi Corporation (ROVI) ,ROVI,756200000, 10/28/2015 , Sep 2015 , $0.21 , 1 , $0.19 ,-9.52%
Royale Energy Inc. (ROYL) ,ROYL,8640000, 10/28/2015 , Sep 2015 , $n/a , 0 , $0 ,n/a
RPC Inc. (RES) ,RES,2390000000, 10/28/2015 , Sep 2015 , $-0.16 , 8 , $-0.16 ,-0%
Saia Inc. (SAIA) ,SAIA,593290000, 10/28/2015 , Sep 2015 , $0.66 , 5 , $0.46 ,-30.3%
Sangamo BioSciences Inc. (SGMO) ,SGMO,492520000, 10/28/2015 , Sep 2015 , $-0.24 , 5 , $-0.13 ,-45.83%
Selective Insurance Group Inc. (SIGI) ,SIGI,2080000000, 10/28/2015 , Sep 2015 , $0.68 , 1 , $0.81 ,19.12%
Service Corporation International (SCI) ,SCI,5660000000, 10/28/2015 , Sep 2015 , $0.27 , 2 , $0.23 ,-14.81%
Seventy Seven Energy Inc. (SSE) ,SSE,64690000, 10/28/2015 , Sep 2015 , $-0.8 , 4 , $-0.93 ,16.25%
Sharps Compliance Corp (SMED) ,SMED,116480000, 10/28/2015 , Sep 2015 , $0.04 , 4 , $0.02 ,-50%
SI Financial Group Inc. (SIFI) ,SIFI,154680000, 10/28/2015 , Sep 2015 , $n/a , 0 , $0.08 ,n/a
Silicon Graphics International Corp (SGI) ,SGI,154830000, 10/28/2015 , Sep 2015 , $-0.21 , 1 , $-0.26 ,23.81%
Silicon Laboratories Inc. (SLAB) ,SLAB,2080000000, 10/28/2015 , Sep 2015 , $0.2 , 2 , $0.37 ,85%
Silicon Motion Technology Corporation (SIMO) ,SIMO,1080000000, 10/28/2015 , Sep 2015 , $0.4 , 3 , $0.48 ,20%
SJW Corporation (SJW) ,SJW,646140000, 10/28/2015 , Sep 2015 , $0.57 , 1 , $0.46 ,-19.3%
Smith Micro Software Inc. (SMSI) ,SMSI,30630000, 10/28/2015 , Sep 2015 , $0 , 1 , $-0.02 ,-∞%
Snyder's-Lance Inc. (LNCE) ,LNCE,2510000000, 10/28/2015 , Sep 2015 , $0.34 , 3 , $0.26 ,-23.53%
Sonic Automotive Inc. (SAH) ,SAH,1270000000, 10/28/2015 , Sep 2015 , $0.46 , 4 , $0.57 ,23.91%
Sonus Networks Inc. (SONS) ,SONS,327770000, 10/28/2015 , Sep 2015 , $-0.06 , 2 , $0 ,-100%
Southern Company (The) (SO) ,SO,40970000000, 10/28/2015 , Sep 2015 , $1.16 , 7 , $1.17 ,0.86%
Sovran Self Storage Inc. (SSS) ,SSS,3580000000, 10/28/2015 , Sep 2015 , $1.27 , 8 , $1.29 ,1.57%
Speedway Motorsports Inc. (TRK) ,TRK,762600000, 10/28/2015 , Sep 2015 , $0.28 , 1 , $0.31 ,10.71%
Spok Holdings Inc. (SPOK) ,SPOK,387810000, 10/28/2015 , Sep 2015 , $n/a , 0 , $0.2 ,n/a
SPX FLOW Inc. (FLOW) ,FLOW,1390000000, 10/28/2015 , Sep 2015 , $0.52 , 3 , $1.11 ,113.46%
STAAR Surgical Company (STAA) ,STAA,324410000, 10/28/2015 , Sep 2015 , $-0.07 , 1 , $-0.02 ,-71.43%
Starwood Hotels & Resorts Worldwide Inc. (HOT) ,HOT,13500000000, 10/28/2015 , Sep 2015 , $0.72 , 10 , $0.74 ,2.78%
Statoil ASA (STO) ,STO,51530000000, 10/28/2015 , Sep 2015 , $n/a , 0 , $0.14 ,n/a
Steiner Leisure Limited (STNR) ,STNR,812950000, 10/28/2015 , Sep 2015 , $0.98 , 4 , $0.94 ,-4.08%
Strayer Education Inc. (STRA) ,STRA,583620000, 10/28/2015 , Sep 2015 , $0.3 , 4 , $0.32 ,6.67%
Suncor Energy Inc. (SU) ,SU,42980000000, 10/28/2015 , Sep 2015 , $0.1 , 2 , $0.21 ,110%
SunPower Corporation (SPWR) ,SPWR,3670000000, 10/28/2015 , Sep 2015 , $0.14 , 2 , $0.03 ,-78.57%
Sunshine Bancorp Inc. (SBCP) ,SBCP,58950000, 10/28/2015 , Sep 2015 , $n/a , 0 , $0.03 ,n/a
Superior Energy Services Inc. (SPN) ,SPN,2130000000, 10/28/2015 , Sep 2015 , $-0.38 , 16 , $-0.46 ,21.05%
support.com Inc. (SPRT) ,SPRT,63310000, 10/28/2015 , Sep 2015 , $-0.06 , 2 , $-0.07 ,16.67%
Synchronoss Technologies Inc. (SNCR) ,SNCR,1540000000, 10/28/2015 , Sep 2015 , $0.47 , 4 , $0.42 ,-10.64%
TAL International Group Inc. (TAL) ,TAL,564010000, 10/28/2015 , Sep 2015 , $0.76 , 7 , $0.71 ,-6.58%
Talmer Bancorp Inc. (TLMR) ,TLMR,1200000000, 10/28/2015 , Sep 2015 , $0.24 , 4 , $0.27 ,12.5%
TE Connectivity Ltd. (TEL) ,TEL,25930000000, 10/28/2015 , Sep 2015 , $0.93 , 5 , $0.9 ,-3.23%
Tesoro Corporation (TSO) ,TSO,12870000000, 10/28/2015 , Sep 2015 , $6.05 , 9 , $6.48 ,7.11%
Tesoro Logistics LP (TLLP) ,TLLP,4940000000, 10/28/2015 , Sep 2015 , $0.7 , 8 , $0.62 ,-11.43%
The Carlyle Group L.P. (CG) ,CG,6040000000, 10/28/2015 , Sep 2015 , $-0.37 , 6 , $-0.43 ,16.22%
The Hanover Insurance Group Inc. (THG) ,THG,3720000000, 10/28/2015 , Sep 2015 , $1.41 , 3 , $1.61 ,14.18%
Theravance Inc. (THRX) ,THRX,1030000000, 10/28/2015 , Sep 2015 , $-0.03 , 3 , $-0.04 ,33.33%
Timken Company (The) (TKR) ,TKR,2620000000, 10/28/2015 , Sep 2015 , $0.53 , 4 , $0.55 ,3.77%
TOR Minerals International Inc (TORM) ,TORM,14620000, 10/28/2015 , Sep 2015 , $n/a , 0 , $-0.04 ,n/a
Triumph Bancorp Inc. (TBK) ,TBK,301110000, 10/28/2015 , Sep 2015 , $0.24 , 2 , $0.22 ,-8.33%
Triumph Group Inc. (TGI) ,TGI,2300000000, 10/28/2015 , Sep 2015 , $1.35 , 8 , $1.32 ,-2.22%
TTM Technologies Inc. (TTMI) ,TTMI,723610000, 10/28/2015 , Sep 2015 , $0.01 , 1 , $-0.02 ,-300%
United Insurance Holdings Corp. (UIHC) ,UIHC,355660000, 10/28/2015 , Sep 2015 , $0.23 , 3 , $0.45 ,95.65%
United Microelectronics Corporation (UMC) ,UMC,4670000000, 10/28/2015 , Sep 2015 , $n/a , 0 , $0.02 ,n/a
United Security Bancshares Inc. (USBI) ,USBI,48470000, 10/28/2015 , Sep 2015 , $n/a , 0 , $0.09 ,n/a
United States Lime & Minerals Inc. (USLM) ,USLM,273550000, 10/28/2015 , Sep 2015 , $n/a , 0 , $1.01 ,n/a
Universal Health Realty Income Trust (UHT) ,UHT,661520000, 10/28/2015 , Sep 2015 , $n/a , 0 , $0.71 ,n/a
Universal Stainless & Alloy Products Inc. (USAP) ,USAP,61800000, 10/28/2015 , Sep 2015 , $-0.21 , 1 , $-0.22 ,4.76%
Univest Corporation of Pennsylvania (UVSP) ,UVSP,383860000, 10/28/2015 , Sep 2015 , $0.4 , 1 , $0.39 ,-2.5%
Unum Group (UNM) ,UNM,8440000000, 10/28/2015 , Sep 2015 , $0.91 , 10 , $0.91 ,0%
Valero Energy Corporation (VLO) ,VLO,32770000000, 10/28/2015 , Sep 2015 , $2.64 , 8 , $2.79 ,5.68%
Valley National Bancorp (VLY) ,VLY,2440000000, 10/28/2015 , Sep 2015 , $0.15 , 4 , $0.15 ,0%
Vantiv Inc. (VNTV) ,VNTV,9320000000, 10/28/2015 , Sep 2015 , $0.53 , 5 , $0.57 ,7.55%
Varian Medical Systems Inc. (VAR) ,VAR,7750000000, 10/28/2015 , Sep 2015 , $1.07 , 5 , $1.04 ,-2.8%
VCA Inc. (WOOF) ,WOOF,4440000000, 10/28/2015 , Sep 2015 , $0.67 , 8 , $0.68 ,1.49%
Veeco Instruments Inc. (VECO) ,VECO,737800000, 10/28/2015 , Sep 2015 , $0.17 , 3 , $0.21 ,23.53%
Vertex Pharmaceuticals Incorporated (VRTX) ,VRTX,30520000000, 10/28/2015 , Sep 2015 , $-0.6 , 2 , $-0.4 ,-33.33%
VSE Corporation (VSEC) ,VSEC,308840000, 10/28/2015 , Sep 2015 , $n/a , 0 , $1.2 ,n/a
Walgreens Boots Alliance Inc. (WBA) ,WBA,92200000000, 10/28/2015 , Aug 2015 , $0.81 , 13 , $0.88 ,8.64%
Watts Water Technologies Inc. (WTS) ,WTS,1890000000, 10/28/2015 , Sep 2015 , $0.63 , 8 , $0.67 ,6.35%
WCI Communities Inc. (WCIC) ,WCIC,623510000, 10/28/2015 , Sep 2015 , $0.31 , 3 , $0.38 ,22.58%
Westell Technologies Inc. (WSTL) ,WSTL,82220000, 10/28/2015 , Sep 2015 , $-0.08 , 1 , $-0.04 ,-50%
Western Gas Equity Partners LP (WGP) ,WGP,9440000000, 10/28/2015 , Sep 2015 , $0.25 , 2 , $0.4 ,60%
Western Gas Partners LP (WES) ,WES,7150000000, 10/28/2015 , Sep 2015 , $0.37 , 7 , $0.77 ,108.11%
Westfield Financial Inc. (WFD) ,WFD,144270000, 10/28/2015 , Sep 2015 , $0.08 , 2 , $0.09 ,12.5%
Westwood Holdings Group Inc (WHG) ,WHG,500470000, 10/28/2015 , Sep 2015 , $n/a , 0 , $0.94 ,n/a
WEX Inc. (WEX) ,WEX,3480000000, 10/28/2015 , Sep 2015 , $1.35 , 5 , $1.21 ,-10.37%
Whiting Petroleum Corporation (WLL) ,WLL,3520000000, 10/28/2015 , Sep 2015 , $-0.25 , 16 , $-0.17 ,-32%
Williams Companies Inc. (The) (WMB) ,WMB,29570000000, 10/28/2015 , Sep 2015 , $0.14 , 5 , $0.22 ,57.14%
Williams Partners LP (WPZ) ,WPZ,20320000000, 10/28/2015 , Sep 2015 , $0.28 , 7 , $-0.32 ,-214.29%
World Fuel Services Corporation (INT) ,INT,3150000000, 10/28/2015 , Sep 2015 , $0.66 , 2 , $0.81 ,22.73%
Yelp Inc. (YELP) ,YELP,1670000000, 10/28/2015 , Sep 2015 , $-0.09 , 16 , $-0.1 ,11.11%
